nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,label
0.0,0.0,350.0,179.53125,165.5,146.953125,368.5,426.09375,-0.5,375.46875,467.75,567.1875,91.75,621.5625,352.0,663.75,195.625,672.1875,7
0.0,0.0,369.75,191.484375,172.875,152.109375,386.5,444.84375,12.0,404.53125,500.0,583.125,125.75,624.84375,363.5,662.8125,205.625,670.3125,7
0.0,0.0,381.5,191.25,187.75,150.703125,400.0,453.046875,18.625,404.0625,514.5,581.25,149.25,620.15625,358.5,672.1875,202.5,676.875,7
0.0,0.0,386.25,192.0703125,196.75,153.28125,398.5,444.84375,28.25,398.90625,502.0,560.625,166.25,609.375,357.5,664.6875,204.25,669.84375,7
0.0,0.0,402.25,195.9375,207.875,151.40625,403.5,439.6875,37.125,409.921875,518.0,559.21875,203.75,614.0625,363.0,669.84375,203.25,673.59375,7
0.0,0.0,403.0,193.0078125,216.25,153.984375,402.0,437.34375,41.0,417.65625,518.0,548.4375,217.75,612.65625,363.5,666.5625,206.75,670.78125,7
0.0,0.0,420.0,206.015625,228.0,153.046875,409.0,457.03125,45.75,413.90625,558.0,556.875,224.25,607.5,365.0,675.9375,204.125,675.0,7
0.0,0.0,428.25,214.8046875,241.75,152.34375,429.5,469.21875,54.125,410.15625,587.0,558.75,226.5,602.34375,366.0,680.625,209.375,676.40625,7
0.0,0.0,436.75,223.359375,256.5,150.46875,455.75,478.125,56.375,401.71875,619.0,565.3125,225.25,599.0625,368.5,686.71875,212.5,678.75,7
555.5,78.046875,447.25,227.8125,271.75,147.65625,493.0,475.78125,65.75,395.15625,660.0,574.21875,241.125,606.09375,367.0,689.53125,212.5,678.75,7
562.0,94.21875,464.0,240.9375,281.5,150.234375,525.0,471.09375,81.75,394.21875,679.5,570.46875,246.0,590.625,369.25,686.71875,206.5,673.125,7
572.0,103.59375,482.5,250.546875,287.5,155.15625,559.5,471.5625,105.5,396.5625,705.0,580.3125,279.25,576.09375,369.25,678.28125,200.75,662.8125,7
588.0,100.546875,494.0,254.0625,295.25,160.3125,572.5,462.890625,136.5,390.9375,718.0,583.59375,308.0,572.8125,370.75,675.0,199.0,658.59375,7
598.0,112.734375,502.0,257.109375,303.0,170.625,574.5,449.53125,180.875,408.75,718.0,578.90625,360.75,562.96875,366.75,665.625,200.0,648.75,7
610.0,101.25,506.0,254.296875,330.5,168.28125,576.0,442.5,233.25,406.40625,724.0,583.125,429.0,568.125,364.0,677.8125,201.25,659.53125,7
623.0,126.796875,507.5,256.171875,349.25,174.140625,580.0,443.203125,299.25,431.484375,718.0,583.125,466.5,553.125,363.5,688.125,203.0,671.25,7
644.0,113.90625,505.5,243.046875,369.75,186.5625,580.5,446.25,365.0,456.796875,716.0,587.8125,573.5,573.28125,357.0,690.46875,207.25,681.5625,7
645.0,135.9375,505.5,231.328125,398.75,179.296875,582.5,438.28125,423.5,459.375,710.0,585.9375,610.5,566.71875,352.25,687.65625,211.0,681.09375,7
656.0,146.015625,504.0,233.671875,418.25,186.09375,590.0,450.46875,470.0,474.375,709.0,590.625,703.0,591.5625,330.75,697.96875,210.5,693.28125,7
668.5,144.84375,471.25,209.6484375,447.5,195.703125,577.0,461.25,517.5,479.765625,704.5,593.5546875,712.5,579.375,285.0,688.125,224.5,691.875,7
668.5,160.1953125,446.5,213.1640625,467.25,209.0625,564.0,472.03125,568.0,482.8125,700.0,596.484375,744.0,580.3125,240.75,689.0625,237.75,696.5625,7
683.0,154.1015625,444.5,213.984375,501.0,234.609375,551.0,482.8125,608.0,490.78125,695.5,599.4140625,772.5,580.3125,227.5,674.53125,246.0,690.9375,7
695.5,150.1171875,464.75,228.046875,527.5,255.234375,538.0,493.59375,650.0,495.9375,691.0,602.34375,800.0,585.9375,242.875,677.34375,243.25,691.875,7
700.5,149.53125,491.5,233.3203125,515.0,235.3125,561.0,495.46875,659.0,474.375,693.0,604.21875,810.5,585.46875,266.0,679.21875,240.5,685.3125,7
697.5,165.0,503.0,243.046875,516.0,232.265625,576.0,496.40625,684.5,452.109375,703.5,612.65625,835.0,584.0625,272.5,682.96875,243.5,682.96875,7
702.0,172.265625,492.0,240.9375,535.0,244.6875,562.0,498.75,699.0,449.765625,702.0,617.8125,845.5,584.53125,245.25,676.875,252.0,681.5625,7
714.5,161.953125,507.5,250.78125,538.0,248.203125,570.0,504.375,714.0,452.578125,703.0,621.09375,864.5,592.5,253.75,680.15625,252.5,683.4375,7
719.0,166.7578125,516.5,255.0,539.5,252.1875,569.0,502.96875,723.5,453.28125,693.5,619.21875,873.5,595.3125,268.0,684.375,256.75,687.1875,7
715.5,178.2421875,522.0,256.40625,542.5,255.9375,562.0,494.0625,730.0,453.046875,681.0,614.53125,880.0,594.84375,280.25,678.75,261.75,682.5,7
716.0,185.390625,525.5,253.59375,550.5,255.9375,559.5,497.8125,734.0,457.96875,681.5,616.875,884.5,596.25,294.75,674.0625,264.25,678.28125,7
719.0,187.265625,528.0,255.46875,556.0,256.875,555.0,504.84375,742.0,461.25,686.0,621.5625,883.0,594.375,293.75,675.9375,265.75,681.09375,7
721.5,187.03125,533.5,258.515625,554.0,255.703125,556.0,507.1875,740.0,454.21875,689.0,622.96875,883.0,596.25,296.75,679.21875,264.25,682.5,7
720.5,188.7890625,529.0,258.28125,560.0,255.234375,557.5,509.0625,743.5,457.96875,690.5,625.3125,881.0,597.65625,291.25,682.03125,263.0,685.3125,7
719.0,191.484375,527.0,261.09375,561.0,255.9375,564.5,522.1875,743.0,465.46875,726.5,635.625,878.0,603.75,297.0,682.96875,262.75,685.3125,7
719.0,191.484375,527.5,261.09375,562.0,256.171875,575.0,534.84375,740.0,474.375,777.0,638.4375,874.0,606.5625,299.75,680.625,263.5,681.5625,7
716.0,192.890625,519.5,258.515625,563.5,255.0,566.5,533.90625,738.0,480.0,774.0,633.28125,869.5,610.3125,289.25,680.625,268.75,682.96875,7
716.0,193.125,517.5,254.765625,562.5,253.125,558.5,525.0,727.0,476.484375,735.0,625.3125,860.0,609.375,285.0,680.15625,268.75,682.03125,7
717.0,190.78125,507.25,249.84375,567.0,258.28125,553.0,520.3125,727.0,504.375,714.0,618.75,862.0,611.25,260.0,683.4375,276.75,690.46875,7
715.0,190.078125,498.0,247.734375,570.5,257.34375,562.0,534.375,714.0,512.8125,722.0,615.9375,853.0,608.90625,244.0,684.375,278.25,692.34375,7
712.5,189.7265625,488.75,242.34375,574.0,256.171875,525.0,525.9375,698.0,523.59375,665.0,591.5625,841.0,604.21875,232.0,678.75,283.25,688.59375,7
716.0,183.046875,480.75,235.78125,573.0,258.28125,516.5,500.15625,682.5,525.0,669.75,567.7734375,833.5,596.71875,225.0,671.25,286.75,687.1875,7
715.0,181.171875,474.0,234.84375,577.5,256.875,524.0,499.6875,656.5,523.125,674.5,543.984375,820.0,582.1875,225.5,672.1875,294.25,688.125,7
704.0,183.3984375,465.5,232.8515625,573.5,244.453125,531.5,499.21875,633.0,520.3125,679.25,520.1953125,800.0,571.40625,219.0,674.53125,295.5,687.1875,7
697.5,179.6484375,470.5,222.1875,567.5,239.296875,529.0,473.90625,613.5,508.125,684.0,496.40625,781.0,555.9375,222.25,670.3125,289.75,685.3125,7
696.0,174.84375,458.5,219.4921875,565.0,243.75,526.5,464.53125,595.5,511.40625,688.0,492.65625,767.5,547.5,213.75,669.84375,289.75,695.625,7
686.5,167.6953125,446.75,215.7421875,558.5,240.703125,514.0,464.0625,571.0,509.0625,679.5,491.25,751.0,539.53125,211.0,664.6875,293.0,690.46875,7
687.0,149.765625,438.0,210.234375,547.0,234.140625,486.5,462.1875,552.0,503.90625,650.5,486.09375,738.5,527.8125,209.0,660.9375,290.75,686.25,7
681.5,137.109375,435.0,202.8515625,536.0,235.3125,473.25,457.96875,523.0,497.8125,636.5,482.34375,711.0,522.1875,213.5,657.1875,289.75,684.375,7
666.5,134.0625,423.75,195.9375,525.5,228.75,460.5,446.71875,498.5,484.21875,625.5,465.9375,694.0,516.09375,218.25,647.34375,296.25,674.53125,7
652.5,129.375,408.25,186.9140625,502.25,203.4375,454.5,447.890625,475.0,464.0625,625.5,452.34375,671.0,505.78125,220.25,646.875,296.5,668.4375,7
641.0,132.3046875,408.5,183.28125,491.25,184.453125,445.5,445.546875,451.0,446.015625,609.0,443.4375,643.0,505.3125,223.25,656.25,292.75,672.1875,7
