nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,label
0.0,0.0,409.25,56.953125,0.0,0.0,464.0,323.90625,0.0,0.0,385.5,463.359375,0.0,0.0,286.5,604.21875,23.0,591.09375,2
0.0,0.0,416.375,57.0703125,0.0,0.0,468.5,324.84375,0.0,0.0,392.5,457.734375,0.0,0.0,290.25,613.125,24.25,599.0625,2
0.0,0.0,423.5,57.1875,0.0,0.0,476.25,327.1875,0.0,0.0,399.0,451.875,0.0,0.0,293.75,614.0625,27.5,599.0625,2
0.0,0.0,421.625,59.0625,0.0,0.0,481.5,326.25,0.0,0.0,407.75,441.5625,0.0,0.0,299.0,616.875,32.75,603.28125,2
0.0,0.0,419.75,60.9375,0.0,0.0,485.0,326.25,0.0,0.0,417.5,433.125,0.0,0.0,302.75,602.34375,40.0,588.75,2
0.0,0.0,432.75,61.171875,0.0,0.0,488.25,327.65625,0.0,0.0,421.75,429.375,0.0,0.0,309.25,609.375,49.75,594.375,2
0.0,0.0,432.48660714285717,61.117466517857146,0.0,0.0,489.25,327.421875,0.0,0.0,424.25,430.78125,0.0,0.0,314.75,619.6875,52.5,605.625,2
0.0,0.0,432.2232142857143,61.063058035714285,0.0,0.0,496.0,327.1875,0.0,0.0,429.0,426.796875,0.0,0.0,321.0,626.71875,48.5,613.125,2
0.0,0.0,431.95982142857144,61.00864955357143,0.0,0.0,498.5,329.53125,0.0,0.0,436.5,421.40625,0.0,0.0,327.5,625.3125,50.75,612.1875,2
0.0,0.0,431.69642857142856,60.95424107142857,0.0,0.0,501.25,335.15625,0.0,0.0,440.5,418.359375,0.0,0.0,334.75,612.1875,60.75,600.46875,2
0.0,0.0,431.4330357142857,60.899832589285715,0.0,0.0,504.0,335.15625,0.0,0.0,442.0,415.546875,0.0,0.0,335.5,614.0625,61.25,598.59375,2
0.0,0.0,431.16964285714283,60.845424107142854,0.0,0.0,510.25,336.09375,0.0,0.0,451.75,410.859375,0.0,0.0,342.5,614.53125,64.75,600.46875,2
0.0,0.0,430.90625,60.791015625,0.0,0.0,511.75,337.03125,0.0,0.0,454.5,408.75,0.0,0.0,344.0,606.5625,67.0,592.96875,2
0.0,0.0,430.64285714285717,60.736607142857146,0.0,0.0,512.0,331.40625,0.0,0.0,461.0,407.34375,0.0,0.0,349.25,604.6875,65.0,588.28125,2
0.0,0.0,430.3794642857143,60.682198660714285,0.0,0.0,515.0,331.171875,0.0,0.0,463.75,405.9375,0.0,0.0,353.5,606.5625,68.75,588.75,2
0.0,0.0,430.11607142857144,60.62779017857143,0.0,0.0,511.0,325.546875,0.0,0.0,468.0,403.59375,0.0,0.0,352.0,605.15625,73.0,590.625,2
0.0,0.0,429.85267857142856,60.57338169642857,0.0,0.0,511.5,326.25,0.0,0.0,469.75,399.375,0.0,0.0,351.5,599.0625,73.5,585.9375,2
0.0,0.0,429.5892857142857,60.518973214285715,0.0,0.0,514.0,329.0625,0.0,0.0,468.75,398.671875,0.0,0.0,352.0,600.0,75.0,585.9375,2
0.0,0.0,429.32589285714283,60.464564732142854,0.0,0.0,514.0,318.28125,0.0,0.0,470.75,392.8125,0.0,0.0,354.0,588.75,74.75,573.28125,2
0.0,0.0,429.0625,60.41015625,0.0,0.0,515.0,320.625,0.0,0.0,470.75,389.53125,0.0,0.0,352.5,585.9375,75.25,570.9375,2
0.0,0.0,428.79910714285717,60.355747767857146,0.0,0.0,517.0,320.625,0.0,0.0,469.0,386.25,0.0,0.0,356.0,592.5,75.25,578.4375,2
0.0,0.0,428.5357142857143,60.301339285714285,0.0,0.0,518.5,319.21875,0.0,0.0,473.75,383.203125,0.0,0.0,353.5,592.5,77.75,578.90625,2
0.0,0.0,428.27232142857144,60.24693080357143,0.0,0.0,521.0,323.671875,0.0,0.0,473.25,380.625,0.0,0.0,351.5,595.3125,76.0,580.3125,2
0.0,0.0,428.00892857142856,60.19252232142857,0.0,0.0,501.5,258.28125,0.0,0.0,477.25,367.734375,0.0,0.0,349.25,568.59375,75.0,557.8125,2
0.0,0.0,427.7455357142857,60.138113839285715,0.0,0.0,510.0,257.8125,0.0,0.0,488.25,363.046875,0.0,0.0,351.5,569.0625,76.25,561.09375,2
0.0,0.0,427.48214285714283,60.083705357142854,0.0,0.0,512.5,238.9453125,0.0,0.0,492.0,362.109375,0.0,0.0,350.0,582.65625,70.75,574.6875,2
0.0,0.0,427.21875,60.029296875,0.0,0.0,511.0,247.03125,0.0,0.0,499.75,365.15625,0.0,0.0,350.25,578.4375,73.0,570.9375,2
0.0,0.0,426.95535714285717,59.974888392857146,0.0,0.0,510.25,244.6875,0.0,0.0,501.0,364.453125,0.0,0.0,351.75,584.53125,68.25,577.5,2
0.0,0.0,426.6919642857143,59.920479910714285,0.0,0.0,509.0,270.46875,0.0,0.0,498.75,364.21875,0.0,0.0,359.25,597.1875,70.25,592.96875,2
0.0,0.0,426.42857142857144,59.86607142857143,0.0,0.0,507.0,264.84375,0.0,0.0,497.0,362.578125,0.0,0.0,362.5,593.4375,71.5,590.625,2
0.0,0.0,426.16517857142856,59.81166294642857,0.0,0.0,505.0,257.34375,0.0,0.0,497.75,369.375,0.0,0.0,358.25,597.1875,65.25,595.3125,2
0.0,0.0,425.9017857142857,59.757254464285715,0.0,0.0,504.25,267.65625,0.0,0.0,495.5,369.375,0.0,0.0,353.0,600.46875,62.5,595.3125,2
0.0,0.0,425.63839285714283,59.702845982142854,0.0,0.0,500.5,225.5859375,0.0,0.0,493.5,368.203125,0.0,0.0,365.25,590.625,72.75,591.5625,2
0.0,0.0,425.375,59.6484375,0.0,0.0,506.5,270.0,0.0,0.0,488.5,372.1875,0.0,0.0,366.0,599.53125,71.25,599.0625,2
0.0,0.0,425.11160714285717,59.594029017857146,0.0,0.0,506.0,284.53125,0.0,0.0,485.5,372.1875,0.0,0.0,363.0,609.375,68.75,608.90625,2
0.0,0.0,424.8482142857143,59.539620535714285,0.0,0.0,505.0,281.71875,0.0,0.0,481.0,371.484375,0.0,0.0,363.0,604.6875,65.75,603.28125,2
0.0,0.0,424.58482142857144,59.48521205357143,0.0,0.0,502.5,275.15625,0.0,0.0,476.0,368.4375,0.0,0.0,361.5,599.0625,65.5,597.1875,2
0.0,0.0,424.32142857142856,59.43080357142857,0.0,0.0,504.0,298.359375,0.0,280.078125,467.0,369.140625,0.0,0.0,357.25,600.9375,67.0,597.1875,2
0.0,0.0,424.0580357142857,59.376395089285715,0.0,0.0,501.25,295.78125,0.0,284.47076612903226,461.0,376.40625,0.0,0.0,357.75,611.25,65.5,610.3125,2
0.0,0.0,423.79464285714283,59.321986607142854,0.0,0.0,501.25,296.71875,0.0,288.8634072580645,458.5,376.640625,0.0,0.0,362.25,613.59375,73.5,612.1875,2
0.0,0.0,423.53125,59.267578125,0.0,0.0,498.25,296.25,0.0,293.25604838709677,452.0,380.15625,0.0,0.0,349.0,618.75,60.75,615.9375,2
0.0,0.0,423.26785714285717,59.213169642857146,0.0,0.0,497.5,293.90625,0.0,297.648689516129,447.75,384.375,0.0,0.0,354.25,615.46875,69.0,613.125,2
0.0,0.0,423.0044642857143,59.158761160714285,0.0,0.0,495.5,296.25,0.0,302.0413306451613,443.75,389.765625,0.0,0.0,362.75,619.21875,86.25,621.09375,2
0.0,0.0,422.74107142857144,59.10435267857143,0.0,0.0,493.5,295.78125,0.0,306.43397177419354,438.25,392.8125,0.0,0.0,356.5,620.625,78.25,620.625,2
