nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,label
742.0,120.0,604.0,227.109375,511.0,211.640625,637.0,473.90625,479.0,481.875,752.0,590.625,685.5,582.1875,589.5,668.4375,498.0,678.75,6
745.5,122.578125,613.5,233.0859375,515.0,212.109375,643.0,469.21875,501.25,472.96875,758.5,593.90625,698.0,572.8125,599.5,665.625,501.5,675.0,6
746.5,128.3203125,611.5,228.28125,519.0,217.265625,641.0,465.703125,535.0,480.9375,753.0,577.96875,728.5,573.28125,599.5,658.125,506.0,671.25,6
748.0,131.1328125,615.5,228.8671875,525.5,216.5625,641.0,466.640625,559.5,477.65625,739.0,565.3125,740.0,573.75,601.5,655.3125,508.5,666.5625,6
753.0,127.734375,614.0,223.0078125,531.0,219.140625,633.0,461.71875,587.0,478.59375,742.0,568.125,758.0,576.09375,598.0,649.21875,510.5,662.34375,6
758.0,126.328125,612.0,221.8359375,537.5,220.3125,633.0,461.71875,607.5,482.34375,745.15,570.75,768.0,576.5625,595.0,649.21875,511.0,662.8125,6
766.0,122.2265625,613.0,220.1953125,544.5,222.1875,637.5,458.4375,625.0,483.28125,748.3,573.375,777.0,579.375,594.5,645.9375,514.0,660.46875,6
757.5,138.046875,619.5,222.7734375,548.0,220.078125,645.0,451.640625,633.5,469.453125,751.45,576.0,779.0,579.84375,598.0,642.1875,513.5,654.375,6
763.0,136.5234375,630.5,225.0,554.5,219.140625,660.5,452.109375,645.0,471.328125,754.6,578.625,784.5,585.0,604.0,640.3125,515.0,651.5625,6
767.0,135.703125,637.0,227.4609375,559.5,218.90625,667.5,449.0625,646.5,462.1875,757.75,581.25,786.0,587.8125,602.0,641.25,517.0,651.09375,6
770.0,140.859375,644.0,230.0390625,563.5,221.015625,675.5,448.59375,650.0,460.3125,760.9,583.875,789.0,593.4375,606.5,639.375,517.5,648.75,6
770.5,147.0703125,648.0,230.7421875,567.0,219.375,678.0,450.0,650.0,458.90625,764.05,586.5,789.5,598.125,610.0,639.84375,517.5,648.28125,6
773.0,155.2734375,648.0,229.453125,569.0,221.015625,675.0,453.515625,651.0,468.984375,767.2,589.125,787.0,596.25,607.0,638.4375,517.5,647.8125,6
774.0,157.8515625,653.0,230.625,570.5,221.71875,675.0,457.5,646.5,477.1875,770.35,591.75,787.0,597.1875,611.0,637.96875,517.0,646.875,6
786.0,151.9921875,658.5,232.1484375,572.0,224.0625,681.5,460.3125,639.0,480.46875,773.5,594.375,786.5,596.71875,614.0,639.84375,519.0,648.75,6
791.5,152.2265625,666.0,242.578125,573.5,224.296875,680.0,466.40625,628.0,481.875,757.0,587.8125,776.0,589.21875,617.0,641.25,519.0,647.34375,6
787.5,160.1953125,667.0,243.046875,572.5,221.25,675.0,466.171875,611.0,478.125,742.5,583.59375,767.0,584.0625,620.5,642.1875,518.0,647.8125,6
786.0,161.71875,673.0,247.734375,573.0,216.09375,669.5,455.625,575.5,441.5625,729.0,572.8125,742.0,571.40625,625.0,639.375,516.5,642.1875,6
787.5,162.5390625,677.0,248.671875,573.0,213.28125,670.0,461.25,546.5,431.015625,728.0,573.28125,720.5,566.71875,627.0,641.71875,514.5,643.125,6
787.5,162.3046875,682.5,252.65625,570.5,211.171875,669.0,464.0625,523.5,423.984375,724.0,570.9375,704.0,562.03125,630.5,641.71875,513.5,641.25,6
