,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,0.0,0.0,0.05560302734375,0.0,0.0,0.018585205078125,0.0,0.0,0.03143310546875,0.0,0.0,0.0296478271484375,0.0,0.0,0.2119140625,718.0,279.375,0.94580078125,247.75,281.953125,0.9482421875,803.5,568.125,0.95166015625,160.75,589.6875,0.9375,827.0,836.71875,0.8251953125,160.5,841.40625,0.7802734375,672.0,849.84375,0.93212890625,354.0,855.0,0.9326171875,0.0,0.0,0.047607421875,0.0,0.0,0.047698974609375,0.0,0.0,0.0043487548828125,0.0,0.0,0.004573822021484375
1,0.0,0.0,0.06561279296875,0.0,0.0,0.023284912109375,0.0,0.0,0.0321044921875,0.0,0.0,0.04052734375,0.0,0.0,0.2001953125,720.0,278.4375,0.94580078125,247.5,282.65625,0.94775390625,803.5,570.0,0.951171875,161.25,604.6875,0.92724609375,826.5,835.78125,0.822265625,180.5,866.71875,0.74658203125,677.0,849.84375,0.927734375,358.5,857.34375,0.92626953125,0.0,0.0,0.0469970703125,0.0,0.0,0.045684814453125,0.0,0.0,0.004398345947265625,0.0,0.0,0.004520416259765625
2,0.0,0.0,0.06683349609375,0.0,0.0,0.0238189697265625,0.0,0.0,0.0330810546875,0.0,0.0,0.041534423828125,0.0,0.0,0.1959228515625,719.5,276.09375,0.94677734375,247.0,280.3125,0.9482421875,802.0,563.90625,0.95263671875,159.75,593.4375,0.93017578125,825.0,825.0,0.83056640625,164.0,846.5625,0.76123046875,675.0,842.8125,0.9306640625,358.25,849.375,0.9296875,0.0,0.0,0.0489501953125,0.0,0.0,0.047882080078125,0.0,0.0,0.004520416259765625,0.0,0.0,0.00464630126953125
3,0.0,0.0,0.08135986328125,0.0,0.0,0.03021240234375,0.0,0.0,0.04046630859375,0.0,0.0,0.04931640625,0.0,0.0,0.2147216796875,719.5,275.15625,0.94677734375,246.5,279.375,0.9482421875,803.0,562.03125,0.95166015625,160.25,593.4375,0.9296875,827.0,819.375,0.82763671875,172.5,852.1875,0.759765625,674.0,827.8125,0.9326171875,356.5,835.3125,0.931640625,0.0,0.0,0.05718994140625,0.0,0.0,0.056549072265625,0.0,0.0,0.005199432373046875,0.0,0.0,0.005428314208984375
4,0.0,0.0,0.06781005859375,0.0,0.0,0.02423095703125,0.0,0.0,0.03448486328125,0.0,0.0,0.040618896484375,0.0,0.0,0.2034912109375,719.0,274.6875,0.9462890625,246.0,279.84375,0.9482421875,803.0,563.4375,0.953125,160.25,596.25,0.93212890625,826.5,824.0625,0.83203125,171.5,854.0625,0.767578125,677.0,832.03125,0.931640625,358.75,840.46875,0.93115234375,0.0,0.0,0.054107666015625,0.0,0.0,0.053802490234375,0.0,0.0,0.004924774169921875,0.0,0.0,0.005199432373046875
5,0.0,0.0,0.06646728515625,0.0,0.0,0.024383544921875,0.0,0.0,0.033843994140625,0.0,0.0,0.0411376953125,0.0,0.0,0.20556640625,719.5,274.6875,0.94580078125,243.0,279.609375,0.94677734375,804.0,564.375,0.95068359375,160.0,595.78125,0.9267578125,827.5,825.9375,0.82080078125,172.0,856.875,0.74853515625,676.0,831.5625,0.9306640625,355.0,840.0,0.92919921875,0.0,0.0,0.05450439453125,0.0,0.0,0.053985595703125,0.0,0.0,0.0050201416015625,0.0,0.0,0.005279541015625
6,0.0,0.0,0.06439208984375,0.0,0.0,0.0231475830078125,0.0,0.0,0.03277587890625,0.0,0.0,0.039276123046875,0.0,0.0,0.2010498046875,719.0,274.6875,0.94580078125,244.5,278.90625,0.947265625,803.5,563.90625,0.9521484375,159.5,591.5625,0.9306640625,825.0,827.8125,0.82666015625,160.5,847.5,0.76123046875,676.0,831.5625,0.9306640625,356.0,839.53125,0.93017578125,0.0,0.0,0.053985595703125,0.0,0.0,0.053802490234375,0.0,0.0,0.0050201416015625,0.0,0.0,0.005279541015625
7,0.0,0.0,0.07965087890625,0.0,0.0,0.0289764404296875,0.0,0.0,0.039947509765625,0.0,0.0,0.046905517578125,0.0,0.0,0.205078125,720.0,274.6875,0.9462890625,244.75,280.3125,0.94775390625,804.0,563.90625,0.95263671875,159.0,599.0625,0.9296875,824.0,825.46875,0.83154296875,163.5,850.78125,0.76220703125,678.5,834.84375,0.927734375,357.5,842.8125,0.9267578125,0.0,0.0,0.0517578125,0.0,0.0,0.051544189453125,0.0,0.0,0.004924774169921875,0.0,0.0,0.005218505859375
8,0.0,0.0,0.06756591796875,0.0,0.0,0.0247955322265625,0.0,0.0,0.034942626953125,0.0,0.0,0.041229248046875,0.0,0.0,0.2017822265625,719.0,274.21875,0.9462890625,243.0,279.375,0.94677734375,803.5,563.90625,0.95166015625,158.75,594.84375,0.92822265625,825.0,823.125,0.82763671875,159.25,845.625,0.75634765625,676.0,825.9375,0.9306640625,355.0,833.90625,0.92919921875,0.0,0.0,0.05706787109375,0.0,0.0,0.056854248046875,0.0,0.0,0.005321502685546875,0.0,0.0,0.005619049072265625
9,0.0,0.0,0.0709228515625,0.0,0.0,0.0261993408203125,0.0,0.0,0.035064697265625,0.0,0.0,0.044769287109375,0.0,0.0,0.20166015625,719.0,274.21875,0.9462890625,243.75,279.375,0.947265625,803.0,564.375,0.9521484375,159.75,597.65625,0.9287109375,825.0,825.0,0.82861328125,163.0,853.125,0.75732421875,678.0,834.375,0.92919921875,357.0,842.8125,0.92822265625,0.0,0.0,0.05291748046875,0.0,0.0,0.052520751953125,0.0,0.0,0.00494384765625,0.0,0.0,0.005218505859375
10,0.0,0.0,0.06842041015625,0.0,0.0,0.0252685546875,0.0,0.0,0.0345458984375,0.0,0.0,0.042572021484375,0.0,0.0,0.20166015625,720.0,274.6875,0.9462890625,243.25,279.375,0.94677734375,803.5,564.375,0.95166015625,160.25,596.25,0.927734375,825.5,824.53125,0.82568359375,167.5,852.65625,0.75146484375,677.0,827.34375,0.931640625,355.0,835.3125,0.93017578125,0.0,0.0,0.056976318359375,0.0,0.0,0.056549072265625,0.0,0.0,0.005218505859375,0.0,0.0,0.005512237548828125
11,0.0,0.0,0.06597900390625,0.0,0.0,0.0247955322265625,0.0,0.0,0.03277587890625,0.0,0.0,0.04302978515625,0.0,0.0,0.2021484375,719.0,274.6875,0.9462890625,243.5,279.375,0.9462890625,803.5,565.3125,0.94970703125,160.0,598.125,0.9228515625,825.0,823.125,0.8154296875,166.5,853.125,0.7353515625,675.0,832.03125,0.92919921875,354.0,840.0,0.927734375,0.0,0.0,0.054412841796875,0.0,0.0,0.05340576171875,0.0,0.0,0.005039215087890625,0.0,0.0,0.005260467529296875
12,0.0,0.0,0.06573486328125,0.0,0.0,0.02423095703125,0.0,0.0,0.0330810546875,0.0,0.0,0.041534423828125,0.0,0.0,0.202880859375,720.0,274.6875,0.94580078125,243.5,279.609375,0.94677734375,804.0,564.84375,0.95068359375,160.0,597.1875,0.92626953125,826.5,825.0,0.82080078125,168.5,854.0625,0.7470703125,675.5,833.90625,0.9296875,354.75,841.875,0.92822265625,0.0,0.0,0.053192138671875,0.0,0.0,0.05242919921875,0.0,0.0,0.00490570068359375,0.0,0.0,0.005138397216796875
13,0.0,0.0,0.061981201171875,0.0,0.0,0.0226287841796875,0.0,0.0,0.03125,0.0,0.0,0.039337158203125,0.0,0.0,0.2005615234375,718.5,274.6875,0.9462890625,242.75,279.84375,0.9462890625,803.0,563.4375,0.95068359375,159.0,594.84375,0.9248046875,826.0,819.84375,0.822265625,166.0,848.4375,0.7451171875,674.0,828.28125,0.92919921875,353.0,836.25,0.927734375,0.0,0.0,0.05633544921875,0.0,0.0,0.055419921875,0.0,0.0,0.005260467529296875,0.0,0.0,0.005512237548828125
14,0.0,0.0,0.06439208984375,0.0,0.0,0.0238189697265625,0.0,0.0,0.03192138671875,0.0,0.0,0.04132080078125,0.0,0.0,0.198974609375,718.5,274.21875,0.94580078125,243.0,279.609375,0.9462890625,803.0,562.5,0.9501953125,159.5,596.25,0.92333984375,825.5,816.5625,0.8212890625,168.0,850.3125,0.740234375,675.0,832.5,0.9296875,354.0,840.9375,0.927734375,0.0,0.0,0.054290771484375,0.0,0.0,0.053009033203125,0.0,0.0,0.005039215087890625,0.0,0.0,0.00524139404296875
15,0.0,0.0,0.06646728515625,0.0,0.0,0.0247955322265625,0.0,0.0,0.03253173828125,0.0,0.0,0.04351806640625,0.0,0.0,0.2015380859375,719.0,274.921875,0.94677734375,244.25,279.609375,0.94775390625,803.5,564.84375,0.951171875,159.25,594.375,0.9296875,826.0,821.25,0.82470703125,158.5,842.34375,0.7607421875,673.0,834.84375,0.9306640625,353.5,841.875,0.9296875,0.0,0.0,0.05291748046875,0.0,0.0,0.052703857421875,0.0,0.0,0.004848480224609375,0.0,0.0,0.005100250244140625
16,0.0,0.0,0.0728759765625,0.0,0.0,0.0279541015625,0.0,0.0,0.0343017578125,0.0,0.0,0.04931640625,0.0,0.0,0.203857421875,719.0,274.6875,0.947265625,243.75,279.609375,0.9482421875,804.0,563.4375,0.9501953125,159.5,592.96875,0.92822265625,828.0,817.96875,0.82177734375,162.0,843.75,0.7548828125,672.5,832.5,0.931640625,353.25,839.53125,0.9306640625,0.0,0.0,0.0548095703125,0.0,0.0,0.054412841796875,0.0,0.0,0.00498199462890625,0.0,0.0,0.005218505859375
17,0.0,0.0,0.07965087890625,0.0,0.0,0.0306243896484375,0.0,0.0,0.038116455078125,0.0,0.0,0.052032470703125,0.0,0.0,0.2081298828125,719.0,275.15625,0.947265625,245.0,278.90625,0.94921875,803.5,562.96875,0.95068359375,160.0,585.9375,0.9345703125,827.0,812.8125,0.82666015625,155.5,830.625,0.7783203125,672.0,828.75,0.931640625,352.0,835.3125,0.93212890625,0.0,0.0,0.0567626953125,0.0,0.0,0.05792236328125,0.0,0.0,0.005260467529296875,0.0,0.0,0.005641937255859375
18,0.0,0.0,0.0816650390625,0.0,0.0,0.03143310546875,0.0,0.0,0.038604736328125,0.0,0.0,0.054107666015625,0.0,0.0,0.2119140625,719.0,275.15625,0.9482421875,245.25,279.140625,0.94970703125,803.0,555.9375,0.95166015625,159.75,585.46875,0.9345703125,828.5,784.21875,0.8369140625,159.75,830.625,0.783203125,671.0,826.40625,0.93505859375,352.75,832.96875,0.93505859375,0.0,0.0,0.05706787109375,0.0,0.0,0.0574951171875,0.0,0.0,0.005001068115234375,0.0,0.0,0.00530242919921875
19,0.0,0.0,0.07794189453125,0.0,0.0,0.0299224853515625,0.0,0.0,0.037261962890625,0.0,0.0,0.05145263671875,0.0,0.0,0.2117919921875,719.0,274.6875,0.947265625,244.75,278.90625,0.94970703125,803.5,559.21875,0.951171875,159.5,587.8125,0.935546875,827.0,801.5625,0.83203125,161.0,832.96875,0.7841796875,673.0,826.40625,0.93359375,354.5,833.4375,0.93408203125,0.0,0.0,0.056243896484375,0.0,0.0,0.0574951171875,0.0,0.0,0.0050201416015625,0.0,0.0,0.005405426025390625
20,0.0,0.0,0.06732177734375,0.0,0.0,0.0247955322265625,0.0,0.0,0.0352783203125,0.0,0.0,0.040679931640625,0.0,0.0,0.2125244140625,719.0,275.390625,0.9462890625,242.5,279.375,0.94775390625,804.0,562.03125,0.94873046875,158.0,591.09375,0.93017578125,825.0,807.65625,0.81689453125,157.25,839.0625,0.7607421875,673.0,831.5625,0.93115234375,351.75,839.0625,0.93115234375,0.0,0.0,0.0546875,0.0,0.0,0.055511474609375,0.0,0.0,0.005039215087890625,0.0,0.0,0.0053863525390625
