nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,label
0.0,0.0,479.5208333333333,73.7109375,387.0,63.515625,513.0,391.40625,464.5,435.0,700.5,483.75,744.5,540.0,468.0,708.28125,396.5,727.03125,5
0.0,0.0,484.13541666666663,73.76953125,368.5,64.921875,506.5,386.25,456.0,430.78125,682.0,480.9375,738.0,543.75,488.5,705.9375,387.0,727.03125,5
0.0,0.0,488.75,73.828125,364.25,74.53125,515.5,405.0,440.25,423.75,680.0,473.4375,729.0,538.125,484.75,720.9375,385.0,737.8125,5
0.0,0.0,486.0,72.65625,357.25,73.359375,507.0,398.4375,428.5,427.5,660.5,472.03125,717.5,540.0,485.25,718.59375,377.5,737.8125,5
0.0,0.0,473.5,68.203125,332.5,70.546875,513.5,378.75,413.5,439.21875,655.5,475.78125,697.0,541.875,486.0,697.03125,369.25,721.875,5
0.0,0.0,476.0,72.1875,317.5,74.53125,519.0,380.625,394.5,443.203125,651.0,477.65625,660.0,534.375,491.25,683.4375,364.5,707.8125,5
0.0,0.0,475.25,77.8125,301.75,77.34375,519.5,383.4375,377.5,444.375,648.0,479.53125,645.0,529.6875,481.25,689.0625,348.5,712.96875,5
0.0,0.0,479.75,88.125,291.5,82.265625,524.0,385.3125,359.25,446.71875,641.5,484.6875,628.5,527.34375,488.0,680.625,342.25,704.53125,5
0.0,0.0,479.75,97.96875,277.5,83.671875,530.0,393.984375,343.25,447.65625,647.0,494.0625,624.5,533.4375,474.75,689.0625,323.0,710.15625,5
0.0,0.0,482.5,105.0,262.25,84.84375,529.0,398.671875,324.75,446.71875,642.5,496.875,620.0,533.90625,470.75,694.6875,308.25,713.4375,5
0.0,0.0,484.25,112.96875,253.625,83.671875,528.0,407.34375,299.75,445.78125,643.0,504.375,604.5,533.90625,471.0,697.03125,298.0,714.84375,5
0.0,0.0,481.0,121.5234375,242.625,82.96875,528.5,414.375,278.75,446.953125,652.0,515.15625,602.0,542.8125,467.75,691.875,286.0,708.75,5
0.0,0.0,480.75,131.484375,233.125,86.015625,526.5,415.546875,252.0,450.0,640.0,519.84375,580.0,536.25,447.5,699.375,264.0,713.4375,5
0.0,0.0,479.5,136.7578125,217.5,87.890625,519.5,414.84375,230.5,450.0,637.0,523.125,557.0,530.625,449.0,697.5,257.0,712.96875,5
0.0,0.0,477.0,143.90625,207.5,94.21875,513.0,423.28125,210.125,449.53125,657.5,530.625,536.0,530.625,437.0,701.71875,239.75,715.3125,5
0.0,0.0,473.0,155.15625,202.5,98.203125,500.5,431.015625,189.125,443.90625,644.5,526.875,520.0,530.625,412.0,697.96875,220.25,704.0625,5
0.0,0.0,462.5,152.34375,185.75,96.328125,486.0,422.578125,168.125,440.15625,598.0,520.3125,506.25,531.5625,411.0,684.84375,212.5,694.6875,5
0.0,0.0,456.5,155.9765625,179.5,90.9375,481.25,423.75,150.0,442.96875,587.0,528.28125,499.75,527.8125,408.0,692.8125,199.25,701.25,5
0.0,0.0,449.75,157.265625,166.5,90.0,472.0,424.21875,137.0,440.625,577.5,531.5625,491.75,524.53125,394.0,690.9375,183.5,697.5,5
0.0,0.0,446.75,163.359375,164.375,81.5625,462.5,424.21875,105.375,426.328125,566.5,530.625,446.5,504.84375,377.5,680.625,167.5,685.3125,5
0.0,0.0,440.75,166.9921875,150.375,83.4375,455.25,420.0,89.125,406.875,529.0,518.90625,435.25,492.65625,371.75,685.3125,159.375,689.0625,5
0.0,0.0,437.25,171.328125,146.75,82.5,445.75,425.15625,61.625,399.140625,550.5,531.5625,428.5,490.78125,362.5,686.25,146.75,688.125,5
0.0,0.0,433.0,175.3125,140.0,78.28125,441.0,427.265625,55.75,393.75,534.0,532.5,420.5,485.625,351.25,685.78125,134.75,686.25,5
0.0,0.0,427.5,175.546875,131.5,78.75,441.0,427.03125,48.625,394.21875,530.5,535.3125,410.0,485.625,345.0,680.15625,130.5,680.625,5
0.0,0.0,425.0,172.8515625,125.375,75.9375,438.25,422.109375,42.625,392.578125,504.25,532.96875,397.25,484.6875,341.0,685.3125,124.25,685.3125,5
0.0,0.0,421.5,173.5546875,132.375,76.40625,435.0,421.875,42.125,394.921875,507.25,535.3125,387.25,488.90625,336.5,678.75,127.75,677.8125,5
0.0,0.0,416.0,170.5078125,126.0,77.578125,426.25,421.875,33.875,401.25,505.0,532.03125,378.25,489.375,332.75,685.3125,121.75,685.78125,5
0.0,0.0,410.0,168.28125,121.75,76.875,422.0,418.359375,28.0,396.09375,501.0,530.15625,370.5,490.3125,329.5,690.9375,118.75,692.34375,5
0.0,0.0,405.5,167.2265625,118.25,75.703125,416.0,419.296875,29.0,397.734375,513.5,540.0,367.75,493.125,327.0,685.78125,115.5,686.25,5
0.0,0.0,402.75,167.2265625,118.25,75.234375,408.0,418.59375,28.5,398.90625,508.0,548.4375,358.25,495.0,320.5,689.0625,110.0,689.53125,5
0.0,0.0,404.5,170.0390625,120.625,78.28125,407.5,424.21875,24.875,400.3125,510.0,553.125,347.25,497.8125,319.0,689.53125,109.0,689.53125,5
0.0,0.0,404.0,170.390625,121.25,76.171875,403.5,420.9375,22.75,403.359375,477.5,540.9375,337.0,495.0,317.5,698.90625,108.5,697.03125,5
0.0,0.0,404.0,172.5,123.125,79.6875,403.5,422.109375,22.875,399.375,475.25,545.15625,338.0,490.3125,318.0,694.6875,112.25,691.875,5
0.0,0.0,404.75,172.03125,116.25,77.578125,404.0,423.515625,17.75,394.921875,484.5,555.0,334.25,485.625,315.5,709.21875,100.0,705.46875,5
0.0,0.0,405.0,169.5703125,117.0,78.28125,402.0,419.0625,18.0,393.515625,480.0,546.5625,351.5,487.5,312.75,710.15625,98.0,705.9375,5
0.0,0.0,404.25,168.515625,118.625,77.109375,397.5,419.0625,22.125,394.453125,466.75,534.375,358.25,498.28125,312.0,710.15625,99.5,705.9375,5
0.0,0.0,406.5,167.8125,113.5,76.875,400.5,427.734375,24.125,397.96875,481.5,553.125,356.5,508.59375,309.5,709.6875,94.25,704.0625,5
0.0,0.0,409.0,168.046875,108.0,75.703125,401.25,429.140625,21.625,402.1875,486.75,560.15625,340.0,518.90625,307.25,710.625,88.0,705.46875,5
0.0,0.0,409.5,167.4609375,103.625,74.0625,400.5,427.96875,23.5,410.15625,469.25,541.875,357.0,535.3125,303.0,718.59375,85.0,713.90625,5
0.0,0.0,411.75,167.578125,98.625,75.234375,402.75,427.5,20.0,411.09375,471.0,538.125,353.0,540.0,301.0,721.875,80.75,716.25,5
0.0,0.0,417.5,170.0390625,100.125,75.703125,405.75,427.5,21.75,411.328125,473.0,540.0,351.0,553.125,294.0,714.375,71.75,706.875,5
0.0,0.0,421.75,173.3203125,104.375,74.296875,408.5,429.84375,24.125,411.328125,462.0,541.40625,349.0,563.4375,289.0,704.53125,68.5,695.15625,5
0.0,0.0,424.5,178.0078125,103.75,73.359375,410.5,433.59375,22.25,413.90625,460.5,549.375,355.75,575.625,280.75,699.84375,61.0,689.0625,5
0.0,0.0,429.0,184.1015625,102.375,76.40625,411.5,436.875,19.0,415.78125,454.0,556.40625,328.5,568.59375,274.0,704.0625,57.25,689.53125,5
0.0,0.0,436.5,189.140625,116.5,72.421875,414.0,445.546875,15.625,414.84375,456.5,570.0,328.75,571.875,266.75,710.625,55.75,691.875,5
0.0,0.0,443.0,196.640625,117.0,67.734375,417.5,459.140625,10.125,416.25,460.0,578.4375,320.0,574.6875,253.0,705.9375,43.25,682.5,5
0.0,0.0,447.5,207.3046875,120.5,67.03125,421.5,469.6875,4.5,414.84375,456.0,592.96875,308.25,584.0625,237.0,707.8125,30.5,681.5625,5
0.0,0.0,451.25,214.1015625,116.875,72.65625,420.25,480.9375,-2.0,414.84375,461.0,612.1875,289.75,585.9375,229.625,715.78125,23.75,687.65625,5
0.0,0.0,455.5,223.125,111.125,75.46875,421.0,490.3125,-16.5,413.671875,474.25,645.9375,256.75,580.3125,214.75,733.125,5.25,700.78125,5
0.0,0.0,458.5,233.7890625,119.0,75.9375,436.5,501.5625,-13.262323943661972,414.2957746478873,501.5,683.4375,0.0,0.0,206.125,728.4375,-7.25,690.9375,5
0.0,0.0,462.25,250.78125,122.35,80.390625,456.75,529.21875,-10.024647887323944,414.91967429577466,537.0,735.0,0.0,0.0,208.75,711.5625,-1.75,671.25,5
0.0,0.0,462.75,258.75,125.7,84.84375,466.25,525.46875,-6.786971830985916,415.54357394366195,534.5,735.9375,0.0,0.0,169.375,704.53125,-10.125,670.78125,5
582.0,124.6875,471.5,274.21875,129.05,89.296875,480.75,553.125,-3.549295774647888,416.1674735915493,552.5,746.71875,0.0,0.0,185.875,720.9375,-18.5,670.3125,5
595.0,140.9765625,476.5,279.84375,132.4,93.75,497.25,551.25,-0.3116197183098599,416.7913732394366,562.0,752.8125,0.0,0.0,181.25,680.15625,-2.5,615.46875,5
608.0,157.265625,480.75,305.15625,135.75,98.203125,502.5,560.15625,2.926056338028168,417.41527288732397,570.5,753.75,0.0,0.0,183.875,622.96875,-9.5,570.0,5
604.0,186.09375,483.5,323.4375,131.625,119.53125,513.5,576.5625,6.163732394366196,418.03917253521126,608.0,807.1875,0.0,0.0,175.0,656.25,-14.5,597.1875,5
620.0,198.75,487.0,350.625,131.5,142.734375,534.0,635.625,9.401408450704224,418.6630721830986,651.0,860.625,0.0,0.0,152.75,759.375,-19.5,624.375,5
618.0,225.0,492.75,380.625,137.0,164.765625,542.5,656.25,12.639084507042252,419.2869718309859,669.0,874.6875,0.0,0.0,172.125,750.46875,-24.5,651.5625,5
592.5,246.5625,488.25,400.78125,143.0,187.265625,546.0,655.78125,15.87676056338028,419.9108714788732,672.5,874.6875,0.0,0.0,172.25,732.65625,-29.5,678.75,5
608.0,266.484375,498.0,420.0,164.375,216.5625,560.0,685.3125,19.114436619718305,420.5347711267606,688.5,880.3125,0.0,0.0,173.625,727.5,-20.25,672.1875,5
616.0,288.515625,501.75,439.21875,174.375,237.1875,555.0,678.75,22.352112676056336,421.1586707746479,675.5,880.3125,0.0,0.0,163.625,749.0625,-23.5,688.125,5
612.0,322.03125,502.5,463.359375,176.5,263.4375,570.0,711.5625,25.589788732394368,421.78257042253523,699.0,898.59375,0.0,0.0,162.875,746.25,-22.5,687.1875,5
616.0,340.3125,504.25,486.09375,173.625,285.0,574.0,735.46875,28.827464788732392,422.40647007042253,695.0,902.34375,0.0,0.0,159.375,750.0,-23.5,690.9375,5
611.0,358.359375,504.0,508.59375,180.625,311.71875,583.5,763.59375,32.06514084507042,423.0303697183099,706.5,918.28125,0.0,0.0,136.5,758.4375,-23.464285714285715,691.3392857142857,5
610.0,385.3125,505.5,528.28125,177.125,328.125,572.5,762.65625,35.30281690140845,423.6542693661972,671.5,897.1875,0.0,0.0,115.375,788.4375,-23.428571428571427,691.7410714285714,5
598.0,395.859375,499.75,521.25,188.625,354.375,549.0,739.6875,38.54049295774648,424.2781690140845,618.0,914.0625,0.0,0.0,129.25,759.375,-23.392857142857142,692.1428571428571,5
595.0,409.453125,490.0,535.78125,198.25,376.171875,519.0,685.3125,41.778169014084504,424.90206866197184,567.5,773.4375,0.0,0.0,112.5,755.15625,-23.357142857142858,692.5446428571429,5
579.0,425.390625,486.5,559.6875,223.125,407.578125,565.0,790.3125,45.01584507042253,425.52596830985914,610.0,885.0,0.0,0.0,99.5,757.96875,-23.321428571428573,692.9464285714286,5
583.0,443.203125,487.0,569.53125,199.5,405.46875,514.5,738.75,48.25352112676056,426.1498679577465,571.5,783.75,0.0,0.0,104.0,749.53125,-23.285714285714285,693.3482142857143,5
574.5,452.578125,486.75,585.9375,206.25,417.421875,562.0,792.1875,51.49119718309859,426.7737676056338,609.0,939.375,0.0,0.0,135.5,756.09375,-23.25,693.75,5
578.0,461.25,484.25,596.71875,224.0,433.125,558.5,792.1875,54.72887323943661,427.39766725352115,621.5,936.5625,0.0,0.0,91.25,729.375,-23.094444444444445,693.3125,5
569.0,472.96875,478.5,609.375,210.875,431.484375,569.5,802.5,57.96654929577464,428.02156690140845,618.0,947.8125,0.0,0.0,113.625,783.75,-22.93888888888889,692.875,5
569.0,481.875,475.25,619.6875,206.25,440.859375,566.0,818.4375,61.20422535211267,428.64546654929575,634.5,951.5625,0.0,0.0,112.75,799.6875,-22.783333333333335,692.4375,5
564.0,491.25,474.0,647.34375,181.5,434.296875,567.0,832.96875,64.4419014084507,429.2693661971831,631.0,954.375,0.0,0.0,112.77717391304348,800.7880434782609,-22.627777777777776,692.0,5
564.0,505.3125,475.75,672.65625,186.625,437.578125,571.5,862.96875,67.67957746478874,429.8932658450704,629.325,952.8515625,0.0,0.0,112.80434782608695,801.8885869565217,-22.47222222222222,691.5625,5
559.0,511.875,474.5,682.5,163.875,446.015625,575.0,886.875,70.91725352112675,430.51716549295776,627.65,951.328125,0.0,0.0,112.83152173913044,802.9891304347826,-22.316666666666666,691.125,5
