,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,0.0,0.0,0.01358795166015625,0.0,0.0,0.007205963134765625,0.0,0.0,0.00428009033203125,0.0,0.0,0.0136871337890625,0.0,0.0,0.04779052734375,382.0,187.5,0.82958984375,0.0,0.0,0.325927734375,455.5,456.09375,0.935546875,0.0,0.0,0.307373046875,547.0,697.5,0.90478515625,0.0,0.0,0.366943359375,357.0,807.1875,0.84521484375,72.0,822.1875,0.6259765625,0.0,0.0,0.10089111328125,0.0,0.0,0.040374755859375,0.0,0.0,0.015716552734375,0.0,0.0,0.008514404296875
1,0.0,0.0,0.0137939453125,0.0,0.0,0.007232666015625,0.0,0.0,0.00428009033203125,0.0,0.0,0.01374053955078125,0.0,0.0,0.04595947265625,382.5,187.96875,0.8251953125,0.0,0.0,0.32470703125,454.75,454.21875,0.93603515625,0.0,0.0,0.318603515625,545.0,690.9375,0.90966796875,0.0,0.0,0.3896484375,358.0,806.71875,0.84423828125,73.0,822.65625,0.626953125,0.0,0.0,0.100341796875,0.0,0.0,0.04052734375,0.0,0.0,0.0154876708984375,0.0,0.0,0.00844573974609375
2,0.0,0.0,0.01358795166015625,0.0,0.0,0.00714874267578125,0.0,0.0,0.00428009033203125,0.0,0.0,0.01358795166015625,0.0,0.0,0.04681396484375,382.0,188.4375,0.8271484375,0.0,0.0,0.325927734375,455.0,454.453125,0.93603515625,0.0,0.0,0.31494140625,545.0,691.875,0.908203125,0.0,0.0,0.38232421875,357.0,808.125,0.84521484375,72.75,823.125,0.62744140625,0.0,0.0,0.0999755859375,0.0,0.0,0.040252685546875,0.0,0.0,0.0153656005859375,0.0,0.0,0.0083770751953125
3,0.0,0.0,0.01358795166015625,0.0,0.0,0.007175445556640625,0.0,0.0,0.00424957275390625,0.0,0.0,0.0136871337890625,0.0,0.0,0.0469970703125,382.75,188.203125,0.830078125,0.0,0.0,0.325439453125,456.0,458.90625,0.93603515625,0.0,0.0,0.30712890625,547.0,701.71875,0.90576171875,0.0,0.0,0.369140625,356.75,808.125,0.84619140625,71.75,822.65625,0.62646484375,0.0,0.0,0.10015869140625,0.0,0.0,0.039947509765625,0.0,0.0,0.0153045654296875,0.0,0.0,0.0082550048828125
4,0.0,0.0,0.01395416259765625,0.0,0.0,0.007289886474609375,0.0,0.0,0.004329681396484375,0.0,0.0,0.01374053955078125,0.0,0.0,0.0460205078125,382.5,188.671875,0.82861328125,0.0,0.0,0.319091796875,455.5,455.859375,0.9365234375,0.0,0.0,0.302490234375,545.0,693.75,0.9072265625,0.0,0.0,0.367431640625,355.5,808.125,0.8466796875,71.25,822.65625,0.62451171875,0.0,0.0,0.10015869140625,0.0,0.0,0.03948974609375,0.0,0.0,0.01519012451171875,0.0,0.0,0.00818634033203125
5,0.0,0.0,0.0131683349609375,0.0,0.0,0.00690460205078125,0.0,0.0,0.0041656494140625,0.0,0.0,0.01322174072265625,0.0,0.0,0.046478271484375,383.0,187.96875,0.82666015625,0.0,0.0,0.325927734375,456.0,457.5,0.93603515625,0.0,0.0,0.3193359375,545.5,697.03125,0.908203125,0.0,0.0,0.3876953125,355.5,810.0,0.8447265625,71.25,824.0625,0.62744140625,0.0,0.0,0.0975341796875,0.0,0.0,0.039337158203125,0.0,0.0,0.01490020751953125,0.0,0.0,0.00812530517578125
6,0.0,0.0,0.013427734375,0.0,0.0,0.00701141357421875,0.0,0.0,0.004215240478515625,0.0,0.0,0.0135345458984375,0.0,0.0,0.046295166015625,382.5,187.5,0.82666015625,0.0,0.0,0.3251953125,455.5,456.09375,0.93603515625,0.0,0.0,0.31689453125,545.0,692.8125,0.908203125,0.0,0.0,0.384765625,355.25,807.65625,0.84423828125,71.25,822.65625,0.62548828125,0.0,0.0,0.09771728515625,0.0,0.0,0.039337158203125,0.0,0.0,0.01490020751953125,0.0,0.0,0.00812530517578125
7,0.0,0.0,0.0135345458984375,0.0,0.0,0.007205963134765625,0.0,0.0,0.0041656494140625,0.0,0.0,0.01422882080078125,0.0,0.0,0.046295166015625,383.0,188.671875,0.8310546875,0.0,0.0,0.3212890625,456.25,456.328125,0.9365234375,0.0,0.0,0.2998046875,547.0,698.90625,0.90478515625,0.0,0.0,0.359130859375,356.0,808.59375,0.84765625,71.0,823.125,0.62646484375,0.0,0.0,0.10052490234375,0.0,0.0,0.039642333984375,0.0,0.0,0.0153656005859375,0.0,0.0,0.0082550048828125
8,0.0,0.0,0.01322174072265625,0.0,0.0,0.007038116455078125,0.0,0.0,0.0041656494140625,0.0,0.0,0.0137939453125,0.0,0.0,0.04595947265625,383.0,188.4375,0.828125,0.0,0.0,0.323486328125,455.0,455.15625,0.9365234375,0.0,0.0,0.31005859375,545.0,690.46875,0.90771484375,0.0,0.0,0.37451171875,356.75,808.125,0.84765625,72.0,822.65625,0.6298828125,0.0,0.0,0.0999755859375,0.0,0.0,0.039947509765625,0.0,0.0,0.01519012451171875,0.0,0.0,0.00821685791015625
9,0.0,0.0,0.01306915283203125,0.0,0.0,0.0069580078125,0.0,0.0,0.004116058349609375,0.0,0.0,0.0135345458984375,0.0,0.0,0.04620361328125,383.0,189.609375,0.82421875,0.0,0.0,0.32177734375,455.0,456.09375,0.935546875,0.0,0.0,0.314697265625,545.5,690.0,0.9091796875,0.0,0.0,0.3876953125,358.0,810.0,0.83544921875,71.0,826.875,0.60986328125,0.0,0.0,0.0953369140625,0.0,0.0,0.0384521484375,0.0,0.0,0.01507568359375,0.0,0.0,0.0082550048828125
10,0.0,0.0,0.0129241943359375,0.0,0.0,0.006877899169921875,0.0,0.0,0.004055023193359375,0.0,0.0,0.013427734375,0.0,0.0,0.046905517578125,383.0,190.3125,0.8251953125,0.0,0.0,0.32080078125,455.25,457.03125,0.935546875,0.0,0.0,0.311767578125,545.5,690.0,0.908203125,0.0,0.0,0.3828125,356.5,809.0625,0.83837890625,69.75,825.46875,0.61376953125,0.0,0.0,0.0970458984375,0.0,0.0,0.0390625,0.0,0.0,0.01512908935546875,0.0,0.0,0.0082550048828125
11,0.0,0.0,0.012481689453125,0.0,0.0,0.006641387939453125,0.0,0.0,0.00400543212890625,0.0,0.0,0.0127716064453125,0.0,0.0,0.046539306640625,384.5,189.609375,0.81982421875,0.0,0.0,0.3115234375,456.75,457.5,0.9345703125,0.0,0.0,0.308837890625,548.0,698.4375,0.908203125,0.0,0.0,0.38720703125,358.75,810.9375,0.82861328125,69.5,828.75,0.59521484375,0.0,0.0,0.09283447265625,0.0,0.0,0.0374755859375,0.0,0.0,0.01483917236328125,0.0,0.0,0.00812530517578125
12,0.0,0.0,0.0131683349609375,0.0,0.0,0.00690460205078125,0.0,0.0,0.0041351318359375,0.0,0.0,0.01312255859375,0.0,0.0,0.047698974609375,383.5,189.609375,0.8193359375,0.0,0.0,0.307373046875,456.0,455.390625,0.93505859375,0.0,0.0,0.306640625,547.0,691.875,0.9091796875,0.0,0.0,0.38720703125,358.75,804.375,0.833984375,69.25,825.0,0.6025390625,0.0,0.0,0.100341796875,0.0,0.0,0.040679931640625,0.0,0.0,0.015838623046875,0.0,0.0,0.0087127685546875
13,0.0,0.0,0.012481689453125,0.0,0.0,0.006587982177734375,0.0,0.0,0.004024505615234375,0.0,0.0,0.01267242431640625,0.0,0.0,0.0482177734375,384.0,188.4375,0.818359375,0.0,0.0,0.307861328125,456.5,456.09375,0.9345703125,0.0,0.0,0.309326171875,548.0,695.625,0.90869140625,0.0,0.0,0.39013671875,360.75,806.25,0.83203125,69.0,827.8125,0.60009765625,0.0,0.0,0.09844970703125,0.0,0.0,0.04010009765625,0.0,0.0,0.01560211181640625,0.0,0.0,0.008575439453125
14,0.0,0.0,0.012481689453125,0.0,0.0,0.006565093994140625,0.0,0.0,0.004024505615234375,0.0,0.0,0.01267242431640625,0.0,0.0,0.047943115234375,383.75,188.671875,0.8173828125,0.0,0.0,0.3056640625,456.5,456.09375,0.93505859375,0.0,0.0,0.309326171875,548.0,696.5625,0.9091796875,0.0,0.0,0.390869140625,361.5,805.78125,0.833984375,69.5,827.8125,0.6025390625,0.0,0.0,0.09912109375,0.0,0.0,0.040374755859375,0.0,0.0,0.01560211181640625,0.0,0.0,0.008575439453125
15,0.0,0.0,0.01262664794921875,0.0,0.0,0.0066680908203125,0.0,0.0,0.004055023193359375,0.0,0.0,0.012481689453125,0.0,0.0,0.04949951171875,384.5,188.4375,0.82080078125,0.0,0.0,0.318603515625,457.0,460.3125,0.9345703125,0.0,0.0,0.318603515625,549.0,699.375,0.9072265625,0.0,0.0,0.39697265625,366.0,808.59375,0.8291015625,73.0,831.5625,0.59912109375,0.0,0.0,0.0966796875,0.0,0.0,0.04010009765625,0.0,0.0,0.0156707763671875,0.0,0.0,0.0087127685546875
16,0.0,0.0,0.01262664794921875,0.0,0.0,0.006717681884765625,0.0,0.0,0.004055023193359375,0.0,0.0,0.0127716064453125,0.0,0.0,0.04931640625,384.0,188.203125,0.82177734375,0.0,0.0,0.32861328125,456.25,457.96875,0.93505859375,0.0,0.0,0.33251953125,548.5,695.625,0.90869140625,0.0,0.0,0.409912109375,363.5,805.3125,0.83544921875,73.5,826.875,0.615234375,0.0,0.0,0.0987548828125,0.0,0.0,0.041473388671875,0.0,0.0,0.0156707763671875,0.0,0.0,0.00878143310546875
17,0.0,0.0,0.0125732421875,0.0,0.0,0.00669097900390625,0.0,0.0,0.004085540771484375,0.0,0.0,0.01229095458984375,0.0,0.0,0.047698974609375,383.0,188.203125,0.82470703125,0.0,0.0,0.3203125,456.0,458.90625,0.93505859375,0.0,0.0,0.310791015625,547.5,691.875,0.90576171875,0.0,0.0,0.377685546875,365.25,806.71875,0.83447265625,75.25,826.875,0.607421875,0.0,0.0,0.0970458984375,0.0,0.0,0.039337158203125,0.0,0.0,0.0154266357421875,0.0,0.0,0.00844573974609375
