,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,0.0,0.0,0.0018749237060546875,0.0,0.0,0.0010242462158203125,0.0,0.0,0.002002716064453125,0.0,0.0,0.00217437744140625,0.0,0.0,0.012725830078125,0.0,0.0,0.2027587890625,0.0,0.0,0.00971221923828125,642.0,428.203125,0.82958984375,0.0,0.0,0.05023193359375,664.0,885.46875,0.71484375,0.0,0.0,0.07965087890625,484.5,825.0,0.671875,0.0,0.0,0.2333984375,0.0,0.0,0.05389404296875,0.0,0.0,0.01056671142578125,0.0,0.0,0.0110321044921875,0.0,0.0,0.0033512115478515625
1,0.0,0.0,0.0021820068359375,0.0,0.0,0.0009927749633789062,0.0,0.0,0.002521514892578125,0.0,0.0,0.002140045166015625,0.0,0.0,0.015960693359375,0.0,0.0,0.25048828125,0.0,0.0,0.0164031982421875,640.5,429.140625,0.83984375,0.0,0.0,0.06585693359375,667.0,883.125,0.708984375,0.0,0.0,0.08599853515625,488.0,810.9375,0.71923828125,0.0,0.0,0.30615234375,0.0,0.0,0.05792236328125,0.0,0.0,0.0121917724609375,0.0,0.0,0.01049041748046875,0.0,0.0,0.0033111572265625
2,0.0,0.0,0.00208282470703125,0.0,0.0,0.0010862350463867188,0.0,0.0,0.0022525787353515625,0.0,0.0,0.00234222412109375,0.0,0.0,0.01433563232421875,0.0,0.0,0.262451171875,0.0,0.0,0.01322174072265625,642.0,434.0625,0.84814453125,0.0,0.0,0.0526123046875,668.5,881.25,0.71533203125,0.0,0.0,0.07305908203125,477.5,820.3125,0.69580078125,0.0,0.0,0.252685546875,0.0,0.0,0.05572509765625,0.0,0.0,0.01049041748046875,0.0,0.0,0.01094818115234375,0.0,0.0,0.00319671630859375
3,0.0,0.0,0.0021076202392578125,0.0,0.0,0.0010728836059570312,0.0,0.0,0.0023326873779296875,0.0,0.0,0.002216339111328125,0.0,0.0,0.0125274658203125,0.0,0.0,0.203125,0.0,0.0,0.00926971435546875,641.0,429.609375,0.8251953125,0.0,0.0,0.044525146484375,665.0,885.0,0.701171875,0.0,0.0,0.06890869140625,471.75,815.15625,0.689453125,0.0,0.0,0.2440185546875,0.0,0.0,0.058135986328125,0.0,0.0,0.01094818115234375,0.0,0.0,0.011199951171875,0.0,0.0,0.0032863616943359375
4,0.0,0.0,0.00498199462890625,0.0,0.0,0.0034027099609375,0.0,0.0,0.00428009033203125,0.0,0.0,0.004116058349609375,0.0,0.0,0.0224151611328125,615.0,59.296875,0.54052734375,0.0,0.0,0.04638671875,648.0,427.96875,0.876953125,0.0,0.0,0.0509033203125,654.5,851.71875,0.74755859375,0.0,0.0,0.05242919921875,496.25,827.34375,0.78662109375,0.0,0.0,0.399658203125,0.0,0.0,0.08154296875,0.0,0.0,0.0211181640625,0.0,0.0,0.0127716064453125,0.0,0.0,0.005344390869140625
5,0.0,0.0,0.0021648406982421875,0.0,0.0,0.0010118484497070312,0.0,0.0,0.0024623870849609375,0.0,0.0,0.0021076202392578125,0.0,0.0,0.014617919921875,0.0,0.0,0.2362060546875,0.0,0.0,0.0119171142578125,641.0,434.53125,0.83203125,0.0,0.0,0.050811767578125,659.0,882.1875,0.69580078125,0.0,0.0,0.07183837890625,469.0,823.125,0.67822265625,0.0,0.0,0.23974609375,0.0,0.0,0.054412841796875,0.0,0.0,0.0104522705078125,0.0,0.0,0.01107025146484375,0.0,0.0,0.00327301025390625
6,0.0,0.0,0.0022430419921875,0.0,0.0,0.0009660720825195312,0.0,0.0,0.002704620361328125,0.0,0.0,0.001987457275390625,0.0,0.0,0.01560211181640625,0.0,0.0,0.2281494140625,0.0,0.0,0.01238250732421875,640.0,431.25,0.826171875,0.0,0.0,0.05340576171875,657.5,874.6875,0.69677734375,0.0,0.0,0.07586669921875,471.0,816.5625,0.6923828125,0.0,0.0,0.258056640625,0.0,0.0,0.05560302734375,0.0,0.0,0.01078033447265625,0.0,0.0,0.01049041748046875,0.0,0.0,0.0031108856201171875
7,0.0,0.0,0.002216339111328125,0.0,0.0,0.0010242462158203125,0.0,0.0,0.0024929046630859375,0.0,0.0,0.002124786376953125,0.0,0.0,0.0147857666015625,0.0,0.0,0.23974609375,0.0,0.0,0.01348114013671875,642.5,436.875,0.83935546875,0.0,0.0,0.05792236328125,663.0,882.1875,0.7138671875,0.0,0.0,0.0810546875,471.25,812.8125,0.70654296875,0.0,0.0,0.276611328125,0.0,0.0,0.058349609375,0.0,0.0,0.0116424560546875,0.0,0.0,0.01078033447265625,0.0,0.0,0.0032596588134765625
8,0.0,0.0,0.002208709716796875,0.0,0.0,0.0010242462158203125,0.0,0.0,0.002521514892578125,0.0,0.0,0.00208282470703125,0.0,0.0,0.01525115966796875,0.0,0.0,0.23681640625,0.0,0.0,0.0135345458984375,643.0,433.59375,0.8291015625,0.0,0.0,0.055938720703125,666.0,878.90625,0.69287109375,0.0,0.0,0.0762939453125,475.5,814.6875,0.7060546875,0.0,0.0,0.278564453125,0.0,0.0,0.056976318359375,0.0,0.0,0.011505126953125,0.0,0.0,0.01061248779296875,0.0,0.0,0.0032482147216796875
9,0.0,0.0,0.005687713623046875,0.0,0.0,0.0035381317138671875,0.0,0.0,0.004665374755859375,0.0,0.0,0.004100799560546875,0.0,0.0,0.0243377685546875,620.0,58.828125,0.552734375,0.0,0.0,0.046722412109375,649.5,431.015625,0.87841796875,0.0,0.0,0.049407958984375,656.5,851.71875,0.744140625,0.0,0.0,0.049591064453125,489.75,828.28125,0.79345703125,0.0,0.0,0.40283203125,0.0,0.0,0.08538818359375,0.0,0.0,0.021942138671875,0.0,0.0,0.013275146484375,0.0,0.0,0.005512237548828125
10,0.0,0.0,0.00536346435546875,0.0,0.0,0.003692626953125,0.0,0.0,0.004451751708984375,0.0,0.0,0.0043487548828125,0.0,0.0,0.02423095703125,618.5,59.53125,0.54931640625,0.0,0.0,0.047607421875,651.0,428.90625,0.8740234375,0.0,0.0,0.049591064453125,653.5,850.3125,0.73291015625,0.0,0.0,0.049041748046875,490.25,830.625,0.7900390625,0.0,0.0,0.4033203125,0.0,0.0,0.085693359375,0.0,0.0,0.0224609375,0.0,0.0,0.0135345458984375,0.0,0.0,0.005706787109375
11,0.0,0.0,0.005512237548828125,0.0,0.0,0.0038242340087890625,0.0,0.0,0.004520416259765625,0.0,0.0,0.004665374755859375,0.0,0.0,0.023956298828125,618.5,59.765625,0.5673828125,0.0,0.0,0.0509033203125,650.5,432.1875,0.88037109375,0.0,0.0,0.05145263671875,658.0,847.5,0.74755859375,0.0,0.0,0.05126953125,489.5,821.25,0.79052734375,0.0,0.0,0.404541015625,0.0,0.0,0.0867919921875,0.0,0.0,0.0225372314453125,0.0,0.0,0.01406097412109375,0.0,0.0,0.00586700439453125
12,0.0,0.0,0.00577545166015625,0.0,0.0,0.003635406494140625,0.0,0.0,0.004680633544921875,0.0,0.0,0.004383087158203125,0.0,0.0,0.026458740234375,621.0,60.703125,0.5576171875,0.0,0.0,0.05224609375,651.5,430.78125,0.873046875,0.0,0.0,0.052825927734375,655.5,843.75,0.7412109375,0.0,0.0,0.053009033203125,490.25,817.5,0.7783203125,0.0,0.0,0.39404296875,0.0,0.0,0.08538818359375,0.0,0.0,0.0227203369140625,0.0,0.0,0.0142822265625,0.0,0.0,0.00605010986328125
13,0.0,0.0,0.005687713623046875,0.0,0.0,0.0038394927978515625,0.0,0.0,0.00469970703125,0.0,0.0,0.004520416259765625,0.0,0.0,0.024993896484375,622.0,62.109375,0.5703125,0.0,0.0,0.049224853515625,653.0,431.71875,0.8779296875,0.0,0.0,0.047943115234375,658.5,843.75,0.74169921875,0.0,0.0,0.047607421875,481.5,822.1875,0.7822265625,0.0,0.0,0.387451171875,0.0,0.0,0.0885009765625,0.0,0.0,0.0226287841796875,0.0,0.0,0.01507568359375,0.0,0.0,0.006191253662109375
14,0.0,0.0,0.00595855712890625,0.0,0.0,0.0038394927978515625,0.0,0.0,0.004886627197265625,0.0,0.0,0.004505157470703125,0.0,0.0,0.0253753662109375,623.0,61.640625,0.55419921875,0.0,0.0,0.049774169921875,652.0,429.375,0.8720703125,0.0,0.0,0.050323486328125,658.5,837.65625,0.7431640625,0.0,0.0,0.051361083984375,482.0,812.8125,0.77197265625,0.0,0.0,0.38134765625,0.0,0.0,0.0867919921875,0.0,0.0,0.0227203369140625,0.0,0.0,0.01490020751953125,0.0,0.0,0.006191253662109375
15,0.0,0.0,0.005218505859375,0.0,0.0,0.00395965576171875,0.0,0.0,0.00426483154296875,0.0,0.0,0.00518035888671875,0.0,0.0,0.0219879150390625,616.0,60.703125,0.57763671875,0.0,0.0,0.048126220703125,652.0,435.703125,0.87939453125,0.0,0.0,0.0455322265625,655.5,854.0625,0.7294921875,0.0,0.0,0.043212890625,479.5,835.3125,0.7919921875,0.0,0.0,0.397705078125,0.0,0.0,0.08660888671875,0.0,0.0,0.0217742919921875,0.0,0.0,0.0139007568359375,0.0,0.0,0.005687713623046875
16,0.0,0.0,0.00518035888671875,0.0,0.0,0.0037212371826171875,0.0,0.0,0.004329681396484375,0.0,0.0,0.00482940673828125,0.0,0.0,0.0236968994140625,619.5,62.34375,0.57275390625,0.0,0.0,0.049407958984375,652.0,436.171875,0.87109375,0.0,0.0,0.045013427734375,655.5,857.34375,0.7158203125,0.0,0.0,0.042022705078125,477.0,833.4375,0.77685546875,0.0,0.0,0.3818359375,0.0,0.0,0.08416748046875,0.0,0.0,0.021453857421875,0.0,0.0,0.01433563232421875,0.0,0.0,0.00591278076171875
17,0.0,0.0,0.005138397216796875,0.0,0.0,0.00392913818359375,0.0,0.0,0.00426483154296875,0.0,0.0,0.00536346435546875,0.0,0.0,0.0225067138671875,617.0,62.578125,0.587890625,0.0,0.0,0.0526123046875,653.0,438.28125,0.8798828125,0.0,0.0,0.048492431640625,655.0,859.21875,0.72705078125,0.0,0.0,0.04443359375,478.5,831.09375,0.79833984375,0.0,0.0,0.41455078125,0.0,0.0,0.08404541015625,0.0,0.0,0.021453857421875,0.0,0.0,0.013275146484375,0.0,0.0,0.00547027587890625
18,0.0,0.0,0.005100250244140625,0.0,0.0,0.0038394927978515625,0.0,0.0,0.00426483154296875,0.0,0.0,0.00498199462890625,0.0,0.0,0.0226287841796875,616.5,61.40625,0.57275390625,0.0,0.0,0.048309326171875,653.0,438.75,0.876953125,0.0,0.0,0.0460205078125,654.5,859.6875,0.72607421875,0.0,0.0,0.04351806640625,485.5,835.3125,0.79052734375,0.0,0.0,0.398193359375,0.0,0.0,0.08447265625,0.0,0.0,0.021453857421875,0.0,0.0,0.0135345458984375,0.0,0.0,0.0055999755859375
19,0.0,0.0,0.0050811767578125,0.0,0.0,0.003795623779296875,0.0,0.0,0.0041656494140625,0.0,0.0,0.005062103271484375,0.0,0.0,0.0222015380859375,616.5,60.9375,0.56884765625,0.0,0.0,0.047943115234375,652.5,439.6875,0.87353515625,0.0,0.0,0.04534912109375,652.0,864.84375,0.71728515625,0.0,0.0,0.042236328125,480.0,835.3125,0.78759765625,0.0,0.0,0.3955078125,0.0,0.0,0.0830078125,0.0,0.0,0.0211181640625,0.0,0.0,0.013275146484375,0.0,0.0,0.005489349365234375
20,0.0,0.0,0.005428314208984375,0.0,0.0,0.0038242340087890625,0.0,0.0,0.004451751708984375,0.0,0.0,0.004772186279296875,0.0,0.0,0.0246124267578125,617.0,60.9375,0.56591796875,0.0,0.0,0.048858642578125,654.0,439.6875,0.87060546875,0.0,0.0,0.0460205078125,652.5,859.6875,0.7158203125,0.0,0.0,0.04351806640625,489.0,834.375,0.77978515625,0.0,0.0,0.38525390625,0.0,0.0,0.0831298828125,0.0,0.0,0.021453857421875,0.0,0.0,0.0136871337890625,0.0,0.0,0.00572967529296875
21,0.0,0.0,0.005428314208984375,0.0,0.0,0.004024505615234375,0.0,0.0,0.00443267822265625,0.0,0.0,0.005039215087890625,0.0,0.0,0.0231475830078125,616.0,60.9375,0.56298828125,0.0,0.0,0.046539306640625,653.0,441.328125,0.86767578125,0.0,0.0,0.043212890625,652.5,865.3125,0.70751953125,0.0,0.0,0.04052734375,485.5,838.59375,0.7724609375,0.0,0.0,0.372802734375,0.0,0.0,0.08154296875,0.0,0.0,0.0207977294921875,0.0,0.0,0.01358795166015625,0.0,0.0,0.005641937255859375
22,0.0,0.0,0.00524139404296875,0.0,0.0,0.004070281982421875,0.0,0.0,0.00428009033203125,0.0,0.0,0.005279541015625,0.0,0.0,0.022674560546875,617.0,61.40625,0.57568359375,0.0,0.0,0.046539306640625,653.0,440.859375,0.8720703125,0.0,0.0,0.04193115234375,653.0,859.6875,0.7158203125,0.0,0.0,0.039794921875,478.5,832.5,0.7724609375,0.0,0.0,0.367919921875,0.0,0.0,0.087890625,0.0,0.0,0.0221099853515625,0.0,0.0,0.0154266357421875,0.0,0.0,0.00634002685546875
