nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,label
0.0,0.0,279.0,153.046875,0.0,0.0,353.25,478.828125,0.0,0.0,329.5,665.625,0.0,0.0,212.25,863.90625,0.0,0.0,4
0.0,0.0,282.5,157.734375,0.0,0.0,356.5,476.953125,0.0,0.0,343.25,653.4375,0.0,0.0,206.375,862.03125,0.0,0.0,4
0.0,0.0,289.5,168.515625,0.0,0.0,357.25,476.71875,0.0,0.0,355.75,642.65625,0.0,0.0,213.625,843.75,0.0,0.0,4
0.0,0.0,289.75,170.15625,0.0,0.0,360.0,477.65625,0.0,0.0,362.75,634.6875,0.0,0.0,219.75,852.65625,0.0,0.0,4
0.0,0.0,298.5,180.0,0.0,0.0,363.0,473.90625,0.0,0.0,370.25,624.375,0.0,0.0,232.125,845.625,0.0,0.0,4
0.0,0.0,302.5,183.515625,0.0,0.0,367.0,480.46875,0.0,0.0,379.5,605.15625,0.0,0.0,235.875,838.59375,0.0,0.0,4
0.0,0.0,311.0,190.546875,0.0,0.0,369.0,480.46875,0.0,0.0,388.75,597.1875,0.0,0.0,258.5,838.125,0.0,0.0,4
0.0,0.0,313.75,187.5,0.0,0.0,367.75,480.9375,0.0,0.0,390.5,588.75,0.0,0.0,274.25,831.5625,0.0,0.0,4
0.0,0.0,313.0,187.6171875,0.0,0.0,362.5,474.609375,0.0,0.0,394.75,581.25,0.0,0.0,282.0,837.1875,0.0,0.0,4
0.0,0.0,314.75,187.1484375,0.0,0.0,358.5,465.9375,0.0,0.0,397.25,574.6875,0.0,0.0,288.5,826.40625,0.0,0.0,4
0.0,0.0,312.0,185.2734375,0.0,0.0,353.0,455.625,0.0,0.0,397.75,564.375,0.0,0.0,296.5,801.5625,50.375,806.25,4
