,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,0.0,0.0,0.06427001953125,0.0,0.0,0.017913818359375,0.0,0.0,0.0162200927734375,0.0,0.0,0.0333251953125,0.0,0.0,0.18896484375,606.0,271.640625,0.90869140625,124.75,270.234375,0.755859375,703.0,557.34375,0.90234375,35.25,547.03125,0.5498046875,722.0,794.53125,0.783203125,0.0,0.0,0.415283203125,583.5,866.25,0.8515625,255.75,876.09375,0.75732421875,0.0,0.0,0.07080078125,0.0,0.0,0.044189453125,0.0,0.0,0.010986328125,0.0,0.0,0.00812530517578125
1,0.0,0.0,0.06268310546875,0.0,0.0,0.0190887451171875,0.0,0.0,0.015716552734375,0.0,0.0,0.0384521484375,0.0,0.0,0.1700439453125,606.0,270.46875,0.9091796875,122.5,269.0625,0.7578125,703.0,554.53125,0.9033203125,39.75,540.9375,0.55029296875,721.0,788.90625,0.78564453125,0.0,0.0,0.415283203125,583.5,861.09375,0.85546875,255.5,870.46875,0.7646484375,0.0,0.0,0.07305908203125,0.0,0.0,0.04534912109375,0.0,0.0,0.010986328125,0.0,0.0,0.00806427001953125
2,0.0,0.0,0.07171630859375,0.0,0.0,0.021453857421875,0.0,0.0,0.0162200927734375,0.0,0.0,0.045013427734375,0.0,0.0,0.1624755859375,605.5,268.125,0.91259765625,121.5,266.953125,0.76171875,701.0,548.90625,0.90673828125,37.5,540.0,0.546875,719.5,787.5,0.791015625,0.0,0.0,0.41064453125,582.0,861.09375,0.8603515625,254.5,871.40625,0.76904296875,0.0,0.0,0.07464599609375,0.0,0.0,0.045684814453125,0.0,0.0,0.01090240478515625,0.0,0.0,0.0079345703125
3,0.0,0.0,0.060211181640625,0.0,0.0,0.0216217041015625,0.0,0.0,0.0240478515625,0.0,0.0,0.04193115234375,0.0,0.0,0.1878662109375,607.5,258.28125,0.94873046875,117.0,258.75,0.89111328125,698.0,544.21875,0.93115234375,32.0,557.34375,0.63330078125,719.0,783.75,0.70166015625,0.0,0.0,0.280029296875,579.0,839.0625,0.9228515625,251.25,850.3125,0.88623046875,0.0,0.0,0.0457763671875,0.0,0.0,0.0285491943359375,0.0,0.0,0.004070281982421875,0.0,0.0,0.0029010772705078125
4,0.0,0.0,0.040679931640625,0.0,0.0,0.0153656005859375,0.0,0.0,0.018646240234375,0.0,0.0,0.0313720703125,0.0,0.0,0.1778564453125,607.0,254.0625,0.9443359375,116.25,253.828125,0.87939453125,697.5,547.5,0.919921875,31.75,553.59375,0.59619140625,715.0,795.0,0.64892578125,0.0,0.0,0.23974609375,580.0,835.3125,0.9140625,253.25,846.5625,0.87255859375,0.0,0.0,0.044586181640625,0.0,0.0,0.0276947021484375,0.0,0.0,0.00426483154296875,0.0,0.0,0.003040313720703125
5,0.0,0.0,0.07501220703125,0.0,0.0,0.0245208740234375,0.0,0.0,0.01898193359375,0.0,0.0,0.044921875,0.0,0.0,0.1783447265625,606.0,262.5,0.91552734375,117.0,262.03125,0.76611328125,699.0,542.8125,0.90087890625,34.5,542.34375,0.52490234375,715.5,783.28125,0.7744140625,0.0,0.0,0.380126953125,583.5,847.96875,0.8564453125,253.5,859.21875,0.763671875,0.0,0.0,0.07861328125,0.0,0.0,0.047943115234375,0.0,0.0,0.0115966796875,0.0,0.0,0.00844573974609375
6,0.0,0.0,0.054107666015625,0.0,0.0,0.0210418701171875,0.0,0.0,0.021240234375,0.0,0.0,0.045684814453125,0.0,0.0,0.177001953125,609.0,257.109375,0.94775390625,116.5,256.875,0.8837890625,699.0,545.625,0.92822265625,32.25,549.84375,0.59912109375,717.5,789.375,0.68115234375,0.0,0.0,0.244384765625,578.0,839.0625,0.919921875,248.25,849.84375,0.87939453125,0.0,0.0,0.045867919921875,0.0,0.0,0.027740478515625,0.0,0.0,0.004230499267578125,0.0,0.0,0.0029582977294921875
7,0.0,0.0,0.049224853515625,0.0,0.0,0.020294189453125,0.0,0.0,0.020294189453125,0.0,0.0,0.042724609375,0.0,0.0,0.1737060546875,607.0,254.53125,0.94580078125,114.75,255.703125,0.87841796875,697.0,546.09375,0.92578125,33.5,554.0625,0.5849609375,717.0,788.4375,0.6748046875,0.0,0.0,0.234375,580.5,836.25,0.91748046875,252.75,848.4375,0.875,0.0,0.0,0.04638671875,0.0,0.0,0.027801513671875,0.0,0.0,0.004364013671875,0.0,0.0,0.0030269622802734375
8,0.0,0.0,0.0469970703125,0.0,0.0,0.017852783203125,0.0,0.0,0.020294189453125,0.0,0.0,0.0369873046875,0.0,0.0,0.1810302734375,609.0,257.8125,0.947265625,113.5,260.15625,0.8828125,699.0,548.4375,0.92724609375,28.0,565.78125,0.5966796875,718.0,791.25,0.67822265625,0.0,0.0,0.2452392578125,581.0,843.28125,0.9169921875,253.25,855.9375,0.8740234375,0.0,0.0,0.04443359375,0.0,0.0,0.026702880859375,0.0,0.0,0.004100799560546875,0.0,0.0,0.0028553009033203125
9,0.0,0.0,0.050506591796875,0.0,0.0,0.0203704833984375,0.0,0.0,0.020599365234375,0.0,0.0,0.042724609375,0.0,0.0,0.176513671875,607.5,254.765625,0.9462890625,114.0,257.34375,0.87939453125,699.0,546.5625,0.9267578125,30.5,565.78125,0.5830078125,717.0,789.375,0.67578125,0.0,0.0,0.2314453125,581.0,838.125,0.91455078125,252.25,851.25,0.86962890625,0.0,0.0,0.044921875,0.0,0.0,0.0266571044921875,0.0,0.0,0.00426483154296875,0.0,0.0,0.0029468536376953125
