nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,label
0.0,0.0,532.0,112.734375,0.0,0.0,609.5,397.96875,0.0,0.0,679.0,699.375,0.0,0.0,473.0,727.96875,117.5,735.46875,0
0.0,0.0,531.0,109.6875,0.0,0.0,607.5,397.96875,0.0,0.0,675.0,697.5,0.0,0.0,471.0,723.75,114.25,731.71875,0
0.0,0.0,522.0,103.59375,0.0,0.0,600.0,389.53125,0.0,0.0,673.5,690.9375,0.0,0.0,471.75,721.875,116.25,734.0625,0
0.0,0.0,520.5,101.953125,0.0,0.0,594.0,379.921875,0.0,0.0,672.0,690.0,0.0,0.0,473.5,723.75,114.75,737.8125,0
0.0,0.0,516.0,98.203125,0.0,0.0,590.0,377.109375,0.0,0.0,667.0,682.5,0.0,0.0,474.25,714.375,125.25,727.5,0
0.0,0.0,513.5,96.796875,0.0,0.0,587.0,375.703125,0.0,0.0,663.0,680.625,0.0,0.0,471.25,710.15625,129.0,720.0,0
0.0,0.0,513.0,98.90625,0.0,0.0,584.0,375.0,0.0,0.0,659.0,669.375,0.0,0.0,473.5,710.625,139.75,720.0,0
0.0,0.0,508.75,98.4375,0.0,0.0,582.5,376.171875,0.0,0.0,656.0,667.5,0.0,0.0,472.25,701.25,142.5,707.34375,0
0.0,0.0,514.5,100.3125,0.0,0.0,583.0,378.515625,0.0,0.0,655.5,663.28125,0.0,0.0,474.75,703.125,143.5,709.21875,0
0.0,0.0,517.0,96.09375,0.0,0.0,585.5,381.5625,0.0,0.0,658.5,664.6875,0.0,0.0,488.75,717.1875,163.625,734.53125,0
0.0,0.0,518.0,93.984375,0.0,0.0,587.5,381.09375,7.125,396.5625,658.0,662.8125,104.25,669.375,495.5,714.375,179.75,731.25,0
0.0,0.0,522.0,94.21875,0.0,0.0,592.0,377.8125,10.0,401.484375,658.0,649.6875,177.25,675.0,501.5,710.15625,194.125,728.4375,0
0.0,0.0,524.0,91.875,0.0,0.0,594.5,378.984375,13.75,410.625,664.0,655.3125,253.75,653.90625,508.0,736.875,195.0,754.6875,0
0.0,0.0,532.5,94.21875,0.0,0.0,597.0,380.859375,26.875,397.03125,669.5,665.625,357.0,659.0625,510.0,759.84375,191.375,773.4375,0
0.0,0.0,539.0,93.8671875,0.0,0.0,603.0,374.53125,48.0,384.140625,674.0,652.5,369.25,535.78125,516.0,717.1875,196.0,735.9375,0
0.0,0.0,545.5,93.515625,114.5,77.8125,620.0,385.3125,104.375,408.75,681.5,670.3125,430.25,553.125,509.5,726.5625,197.625,743.4375,0
0.0,0.0,562.0,92.34375,155.25,70.078125,627.0,376.171875,137.375,381.09375,692.0,664.21875,544.0,545.625,534.0,736.875,225.25,752.8125,0
0.0,0.0,584.0,84.140625,193.625,55.78125,635.5,378.75,188.375,375.46875,700.0,692.8125,571.5,502.5,543.0,730.3125,239.75,743.4375,0
0.0,0.0,600.5,87.3046875,227.3125,57.1875,630.0,388.828125,240.875,360.46875,710.5,696.5625,625.0,470.15625,547.5,724.21875,257.75,734.53125,0
0.0,0.0,617.0,90.46875,261.0,58.59375,656.0,406.875,298.75,351.5625,726.0,711.5625,633.0,420.46875,564.5,746.25,274.5,752.8125,0
0.0,0.0,630.0,92.8125,303.0,67.5,669.0,413.671875,369.75,343.59375,743.5,731.25,772.0,429.375,578.5,750.9375,309.25,763.125,0
0.0,0.0,652.0,98.4375,362.75,56.484375,680.0,424.453125,439.25,335.15625,768.0,741.5625,876.5,421.40625,592.5,751.40625,339.25,758.4375,0
0.0,0.0,696.0,125.15625,419.5,76.40625,720.5,507.1875,521.0,312.421875,796.0,781.875,940.5,414.375,596.5,761.25,360.25,756.5625,0
0.0,0.0,709.0,99.609375,465.0,70.78125,729.0,429.375,667.0,338.4375,806.5,757.96875,1041.0,416.25,634.5,742.5,388.75,755.625,0
0.0,0.0,583.5,83.203125,577.5,89.765625,687.0,409.21875,855.0,358.59375,817.0,688.59375,1128.0,435.0,524.0,730.3125,481.0,757.96875,0
0.0,0.0,645.0,87.3046875,615.0,77.578125,738.5,473.90625,790.0,320.15625,870.0,762.1875,1250.0,443.90625,557.0,742.5,475.0,757.03125,0
0.0,0.0,706.5,91.40625,564.0,79.921875,739.0,386.25,906.5,331.40625,887.0,642.1875,1284.0,461.953125,655.0,742.03125,467.5,768.75,0
0.0,0.0,672.0,102.890625,699.0,120.703125,741.0,397.5,1097.0,396.5625,939.0,615.46875,1338.0,482.34375,604.0,757.03125,511.75,779.0625,0
0.0,0.0,703.6,106.125,628.0,60.703125,787.5,445.3125,892.5,311.71875,946.0,566.25,1314.0,467.8125,671.0,749.0625,495.5,757.96875,0
0.0,0.0,735.2,109.359375,648.5,56.953125,780.0,410.390625,917.5,298.59375,960.5,533.90625,1306.0,468.515625,694.5,747.65625,507.0,760.3125,0
0.0,0.0,766.8,112.59375,669.0,53.203125,817.5,412.96875,976.0,312.65625,1032.0,528.75,1372.0,489.84375,706.0,753.75,523.5,765.9375,0
0.0,0.0,798.4,115.828125,697.5,59.765625,861.0,429.375,985.5,308.90625,1044.0,482.34375,1384.0,492.65625,721.0,750.9375,530.5,756.5625,0
0.0,0.0,830.0,119.0625,716.0,56.71875,945.0,473.203125,1005.5,335.15625,1330.0,530.625,1396.0,496.40625,727.0,756.5625,555.0,761.25,0
0.0,0.0,846.0,109.453125,736.5,56.015625,968.0,459.84375,1013.0,330.9375,1354.0,527.8125,1386.0,500.625,740.0,764.0625,554.0,768.28125,0
0.0,0.0,862.0,112.265625,749.5,53.4375,1006.5,459.609375,1035.0,338.4375,1394.0,540.0,1416.0,517.03125,744.0,760.78125,556.5,762.1875,0
0.0,0.0,876.7,110.765625,762.5,48.75,1034.0,432.1875,1040.0,332.109375,1416.0,546.5625,1422.0,528.75,754.5,755.625,558.0,755.15625,0
0.0,0.0,891.4,109.265625,774.5,50.859375,1035.0,424.6875,1042.0,330.9375,1414.0,550.3125,1416.0,528.28125,756.5,750.9375,568.0,752.8125,0
0.0,0.0,906.1,107.765625,787.0,52.5,1046.0,418.59375,1047.0,326.71875,1416.0,545.625,1414.0,525.0,767.0,744.84375,577.0,743.90625,0
0.0,0.0,920.8,106.265625,793.0,52.265625,1042.0,429.375,1059.0,332.109375,1415.0,547.5,1416.0,526.875,771.5,747.1875,570.0,745.3125,0
